nome,valor,cpf,matricula,inclusao
Bianca Cardoso,998.47,541.196.711-27,16676,6/5/2019
Gabriel Alves,725.26,531.017.592-00,20243,6/21/2019
José Rodrigues,951.56,856.159.634-17,39306,6/4/2019
Vitór Ferreira,311.19,391.747.591-08,36539,6/16/2019
Nicolas Castro,468.04,674.991.581-79,43785,6/24/2019
Giovanna Martins,742.53,918.996.715-10,11755,6/29/2019
Júlio Cunha,996.67,728.037.332-18,47746,6/6/2019
Luana Santos,360.28,632.258.192-98,11738,6/29/2019
Larissa Ribeiro,594.52,569.949.386-70,41590,6/28/2019
Samuel Castro,617.81,135.571.425-74,46379,6/16/2019
Isabela Goncalves,123.62,952.638.447-43,42189,6/14/2019
Matheus Gomes,614.67,249.174.184-96,18309,6/13/2019
Livia Oliveira,318.34,453.648.821-95,48492,6/12/2019
Mateus Ribeiro,271.75,720.612.502-62,19461,6/7/2019
Miguel Souza,618.94,212.759.047-34,49340,6/18/2019
Rafael Rodrigues,625.87,574.525.895-05,23993,6/17/2019
Martim Souza,507.40,730.328.854-69,44640,6/12/2019
João Dias,178.15,982.392.241-13,45938,6/1/2019
Lavinia Rodrigues,265.46,352.697.720-86,43311,6/25/2019
Rafaela Pereira,775.57,264.292.912-43,25707,6/25/2019
Melissa Ribeiro,723.18,974.616.614-00,27341,6/22/2019
Fábio Dias,454.49,647.163.075-14,10305,6/28/2019
Igor Carvalho,392.44,370.781.896-98,17756,6/3/2019
Marcos Castro,266.10,576.760.263-85,22465,6/5/2019
Daniel Rocha,257.19,696.814.366-60,35160,6/19/2019
Isabela Rocha,340.99,244.966.831-48,49673,6/12/2019
Carolina Santos,160.11,558.545.050-61,23216,6/10/2019
Manuela Fernandes,419.33,637.233.535-25,36875,6/21/2019
Gabrielly Dias,347.03,571.736.238-20,46520,6/10/2019
Carlos Costa,852.95,205.397.236-06,45666,6/1/2019
Kai Santos,804.25,959.540.521-31,49601,6/17/2019
Estevan Gomes,383.58,873.358.391-90,44172,6/21/2019
Julian Azevedo,819.96,556.016.586-76,12194,6/6/2019
Erick Costa,193.59,107.717.717-89,17022,6/17/2019
Maria Rocha,701.55,358.453.862-92,24215,6/14/2019
Evelyn Melo,201.99,415.912.372-46,42038,6/15/2019
Júlia Silva,249.98,110.740.030-98,21978,6/5/2019
Cauã Cardoso,722.06,909.196.478-20,42202,6/10/2019
Murilo Ribeiro,172.05,636.801.316-82,22632,6/17/2019
Caio Costa,417.82,156.207.838-04,30677,6/28/2019
Danilo Rocha,277.64,280.676.739-34,37416,6/15/2019
Paulo Santos,695.40,724.441.396-31,11773,6/27/2019
Tiago Carvalho,755.03,461.542.926-60,24546,6/14/2019
Amanda Alves,114.85,289.098.296-30,33300,6/23/2019
Julian Dias,964.79,284.677.286-04,36264,6/11/2019
Rafael Silva,393.98,287.879.530-05,21463,6/19/2019
Isabella Cardoso,856.43,871.266.006-07,37842,6/2/2019
Marcos Azevedo,437.80,818.847.573-40,19097,6/21/2019
Sophia Cardoso,697.80,624.331.702-14,27612,6/7/2019
Beatriz Barbosa,324.53,172.820.758-40,39449,6/1/2019
Vitória Castro,262.03,777.780.964-47,12312,6/9/2019
Estevan Barros,224.55,421.085.017-97,28238,6/14/2019
Luis Alves,350.12,357.195.651-67,30379,6/6/2019
Lavinia Cardoso,416.04,924.698.169-39,48392,6/16/2019
Beatrice Castro,680.95,172.241.776-52,42252,6/7/2019
Vitoria Cavalcanti,688.82,975.182.691-80,22009,6/1/2019
José Castro,614.08,924.404.602-49,15656,6/14/2019
Leonor Martins,401.38,863.869.461-03,39071,6/10/2019
Lara Sousa,687.30,381.849.160-78,41688,6/10/2019
Kauã Barbosa,189.21,189.557.208-82,49581,6/13/2019
Kauã Oliveira,925.53,876.004.924-31,12514,6/24/2019
Fábio Ferreira,441.37,357.612.724-07,21586,6/26/2019
Julian Santos,563.45,557.934.510-05,35041,6/22/2019
Luiz Costa,470.72,875.854.024-57,32165,6/20/2019
Rebeca Alves,902.10,624.452.592-23,17788,6/24/2019
Breno Castro,669.81,188.814.280-40,28826,6/17/2019
Giovana Fernandes,870.20,488.953.084-33,39621,6/3/2019
Lucas Barros,624.15,983.714.627-35,42465,6/28/2019
Gabrielly Rocha,321.27,232.258.943-89,31132,6/13/2019
Carlos Fernandes,676.77,350.912.689-01,14707,6/27/2019
Yasmin Ribeiro,235.87,661.590.697-05,18415,6/5/2019
Beatriz Rodrigues,488.76,820.651.669-75,38643,6/18/2019
Danilo Cardoso,973.74,292.196.644-10,34406,6/7/2019
Vitor Lima,559.42,774.591.956-85,34329,6/4/2019
Sofia Barbosa,686.15,186.975.258-96,20665,6/21/2019
Cauã Ribeiro,304.26,418.369.736-08,26064,6/5/2019
Leila Alves,472.27,439.882.096-51,28948,6/30/2019
Martim Rocha,496.17,927.864.917-11,42566,6/20/2019
Lucas Oliveira,365.84,179.522.031-77,43863,6/9/2019
Marisa Cunha,294.67,435.944.915-10,32570,6/27/2019
Julia Rocha,100.91,605.143.146-21,11403,6/1/2019
Fábio Rodrigues,854.28,637.378.770-25,14209,6/21/2019
Alice Rocha,987.04,620.603.064-42,17914,6/7/2019
Beatriz Costa,974.98,659.628.177-96,14559,6/3/2019
Marcos Ribeiro,863.24,602.384.120-16,37227,6/16/2019
Ryan Castro,251.31,178.615.786-15,26323,6/30/2019
Thaís Pinto,591.41,746.160.818-59,29026,6/25/2019
Julia Correia,359.43,620.470.474-55,47862,6/28/2019
Gabrielle Almeida,286.43,577.494.065-90,14401,6/13/2019
Gabriel Correia,271.92,920.503.009-05,14862,6/6/2019
Ana Castro,150.84,383.355.730-34,14607,6/28/2019
Martim Melo,382.85,910.487.807-83,48003,6/12/2019
Vinícius Costa,338.47,537.344.581-96,38752,6/24/2019
Rebeca Barros,505.66,489.132.397-36,21054,6/23/2019
Clara Almeida,285.04,781.153.191-71,25619,6/16/2019
Thaís Rocha,564.28,276.133.897-90,16558,6/9/2019
Rafaela Santos,827.46,266.522.985-46,12078,6/25/2019
Kauê Cardoso,168.06,817.382.358-82,16348,6/2/2019
Paulo Fernandes,866.92,835.707.234-88,35183,6/11/2019
Aline Azevedo,768.51,542.558.264-12,27637,6/21/2019
Marina Martins,681.56,461.645.534-15,35259,6/12/2019
Diego Barros,419.70,901.284.525-44,34005,6/17/2019
Isabela Rodrigues,563.16,764.399.318-14,14855,6/29/2019
Luís Souza,687.93,367.327.221-74,46155,6/28/2019
Thaís Cavalcanti,830.98,276.078.397-98,28721,6/24/2019
Beatrice Barros,140.34,531.363.556-52,49964,6/20/2019
Luiza Alves,331.02,304.799.325-49,49381,6/14/2019
Kauã Pinto,436.08,651.018.259-99,11624,6/11/2019
Enzo Goncalves,942.72,943.889.677-50,16485,6/23/2019
Daniel Dias,948.75,387.711.020-78,41627,6/28/2019
Carlos Correia,321.15,443.809.617-02,30902,6/27/2019
Isabela Rocha,375.59,920.402.524-79,23815,6/11/2019
Eduardo Silva,732.26,503.629.880-21,29405,6/29/2019
Gabrielly Carvalho,468.79,191.007.116-16,36546,6/4/2019
Bruno Ferreira,275.64,327.464.963-56,36727,6/29/2019
Renan Souza,354.00,866.750.546-35,14353,6/27/2019
Matheus Melo,809.10,850.176.377-29,32496,6/14/2019
Leonardo Oliveira,150.52,977.577.782-80,43006,6/19/2019
Felipe Martins,957.26,393.412.304-03,43970,6/14/2019
Diogo Correia,229.65,262.570.847-68,27055,6/27/2019
Luiza Silva,928.20,480.018.045-77,45656,6/23/2019
Carolina Alves,149.36,934.342.942-87,25131,6/5/2019
Ana Goncalves,859.51,848.153.595-80,36848,6/30/2019
Marisa Barros,202.23,161.419.753-99,39881,6/8/2019
Estevan Araujo,175.98,151.166.763-07,25619,6/18/2019
Carlos Lima,817.26,690.010.380-42,34003,6/20/2019
Vinícius Melo,469.63,663.082.093-25,36961,6/24/2019
Luis Lima,433.23,451.892.544-02,39351,6/1/2019
Marina Sousa,571.57,771.428.235-50,31819,6/14/2019
Julian Pereira,592.07,371.590.059-88,13687,6/17/2019
Matilde Martins,126.65,913.829.108-86,33032,6/16/2019
Marisa Ferreira,376.81,506.099.665-45,47327,6/11/2019
Fábio Araujo,986.47,649.128.863-35,37506,6/6/2019
Vitór Pereira,663.17,776.579.492-28,10803,6/5/2019
Evelyn Santos,695.29,719.334.879-50,46092,6/26/2019
Bruna Cunha,243.14,727.155.752-03,29375,6/28/2019
Matheus Castro,703.24,208.063.340-61,24500,6/23/2019
Marcos Azevedo,912.49,949.778.355-81,25770,6/28/2019
Erick Sousa,548.32,734.886.626-32,37255,6/17/2019
Matilde Souza,176.38,932.875.978-17,49894,6/18/2019
Kauê Castro,875.20,482.993.071-39,28104,6/14/2019
Marisa Azevedo,494.34,863.008.315-82,37935,6/20/2019
Gabrielle Barros,112.33,975.222.163-70,18628,6/5/2019
Estevan Melo,750.07,653.846.297-97,22701,6/19/2019
Alice Goncalves,479.08,296.633.211-56,21392,6/9/2019
Arthur Oliveira,130.33,774.748.273-60,42881,6/16/2019
Sophia Barros,347.29,360.545.480-18,46843,6/5/2019
Miguel Rodrigues,569.56,610.323.507-33,17912,6/24/2019
Amanda Rocha,806.64,661.338.650-24,43102,6/25/2019
Giovanna Castro,200.71,637.281.374-21,13071,6/20/2019
Otávio Almeida,771.81,337.689.140-03,23053,6/14/2019
Leila Alves,892.90,236.664.548-10,10355,6/1/2019
Leila Araujo,392.15,661.145.040-89,44072,6/22/2019
Anna Ribeiro,253.58,488.202.535-34,22829,6/5/2019
Arthur Dias,167.80,234.710.067-02,48651,6/17/2019
Letícia Araujo,378.99,574.596.275-50,34343,6/15/2019
Marina Cardoso,815.92,214.270.388-72,16147,6/1/2019
André Melo,181.93,352.064.117-87,21367,6/22/2019
Bianca Araujo,199.36,545.354.127-07,20217,6/4/2019
Thaís Cunha,646.54,970.264.509-30,27143,6/26/2019
Renan Correia,690.67,345.775.131-53,46774,6/10/2019
Emilly Alves,194.32,804.414.792-60,13142,6/29/2019
Vitor Silva,619.72,312.923.440-32,34416,6/15/2019
Lara Melo,989.82,649.471.151-06,37245,6/30/2019
Gabrielly Martins,948.59,563.054.749-66,24770,6/5/2019
Julieta Correia,417.14,646.660.279-63,25171,6/10/2019
Fernanda Melo,352.96,609.431.123-03,42999,6/26/2019
Kaua Cardoso,603.73,615.990.231-80,17938,6/11/2019
Enzo Alves,569.07,366.214.163-93,32482,6/8/2019
Rebeca Pinto,454.26,802.191.677-02,17985,6/12/2019
Vitór Rocha,251.39,317.721.300-36,15700,6/14/2019
Larissa Lima,840.63,383.043.487-13,29374,6/8/2019
Júlio Rocha,982.10,104.173.305-45,13121,6/19/2019
Kauã Rocha,378.20,588.068.842-98,10391,6/24/2019
Thiago Oliveira,572.73,575.198.143-00,45291,6/29/2019
Lavinia Silva,869.94,235.284.592-04,14542,6/10/2019
Tânia Melo,311.17,505.302.853-20,16732,6/4/2019
Luana Gomes,190.96,442.401.543-24,28653,6/6/2019
André Alves,702.40,342.195.038-54,35153,6/26/2019
Isabela Santos,214.12,893.013.928-01,16710,6/2/2019
Ryan Rodrigues,692.08,576.360.733-31,28732,6/28/2019
Caio Lima,342.67,733.913.953-20,44772,6/3/2019
Caio Pereira,624.27,636.699.806-01,29330,6/22/2019
Murilo Barros,446.98,252.317.646-71,27419,6/5/2019
Ana Oliveira,799.67,170.003.425-10,47801,6/1/2019
Bianca Cunha,304.60,786.943.011-05,14490,6/14/2019
Miguel Correia,803.88,330.525.368-18,33954,6/7/2019
Sarah Azevedo,153.96,769.192.955-20,28253,6/5/2019
Douglas Gomes,596.49,287.647.611-85,25977,6/9/2019
Yasmin Araujo,418.22,176.603.246-08,18631,6/22/2019
Fernanda Melo,285.36,319.297.100-20,37061,6/1/2019
Vitoria Correia,208.97,465.756.514-10,31680,6/11/2019
Pedro Correia,925.03,404.218.755-26,20409,6/16/2019
Lara Pinto,889.26,583.428.229-66,36514,6/17/2019
Sophia Sousa,397.97,193.648.745-44,15084,6/10/2019
Giovanna Martins,918.02,543.001.644-60,23872,6/19/2019
Gabrielle Ferreira,970.32,221.912.649-80,34596,6/8/2019
Mateus Costa,463.86,746.966.165-41,11969,6/8/2019
Maria Cardoso,783.49,569.714.999-99,13911,6/27/2019
Beatriz Gomes,527.64,700.228.150-07,46935,6/19/2019
Tiago Costa,187.22,189.537.226-75,10127,6/10/2019
Tomás Correia,617.38,538.440.304-76,37874,6/23/2019
Carla Cavalcanti,860.70,280.439.252-08,22109,6/6/2019
Sofia Ribeiro,806.57,411.985.963-09,22844,6/28/2019
Nicole Cavalcanti,446.40,669.538.898-96,48899,6/1/2019
Sarah Silva,653.51,401.983.221-86,34459,6/3/2019
Gabrielle Oliveira,884.01,370.935.320-39,13283,6/9/2019
Thaís Souza,397.84,698.011.255-43,33914,6/6/2019
Vitor Rodrigues,827.22,880.807.259-26,24196,6/20/2019
Tiago Santos,542.66,615.731.455-99,45097,6/20/2019
Guilherme Ribeiro,242.38,683.475.329-07,23535,6/4/2019
Nicole Pereira,326.66,155.162.406-03,32524,6/28/2019
Marisa Cavalcanti,811.31,269.435.542-04,17706,6/13/2019
Vitór Alves,178.21,280.535.191-64,48248,6/24/2019
Júlio Ribeiro,240.51,136.726.889-32,16062,6/10/2019
Ágatha Fernandes,871.85,236.394.323-63,19027,6/24/2019
Murilo Goncalves,664.99,436.977.013-04,44270,6/14/2019
Manuela Barros,964.19,212.695.770-50,14433,6/2/2019
Samuel Araujo,867.12,649.149.389-01,40208,6/9/2019
Giovanna Melo,311.93,870.116.300-07,38005,6/20/2019
Raissa Castro,838.20,474.981.516-00,35549,6/22/2019
Lucas Barbosa,285.14,260.588.931-94,37292,6/3/2019
Kaua Carvalho,284.41,568.782.490-15,17201,6/24/2019
Manuela Araujo,959.76,926.910.976-33,10524,6/29/2019
Marcos Carvalho,878.86,489.582.499-35,34761,6/30/2019
Felipe Martins,520.42,937.556.456-88,15803,6/26/2019
Manuela Costa,407.50,290.230.088-39,21734,6/15/2019
Mariana Cavalcanti,294.47,814.842.560-42,37464,6/28/2019
Kai Fernandes,752.30,226.590.765-02,37193,6/16/2019
Thiago Rocha,548.32,455.568.039-19,44798,6/18/2019
Ana Pereira,411.45,369.799.128-01,34612,6/10/2019
Manuela Fernandes,377.10,670.844.683-90,14631,6/21/2019
Guilherme Ribeiro,376.91,647.234.025-00,49258,6/5/2019
Murilo Cardoso,763.00,637.906.823-65,43837,6/16/2019
Giovana Barbosa,690.95,977.465.095-68,46941,6/24/2019
Sofia Melo,683.87,684.264.344-95,23135,6/8/2019
Gabriela Pereira,121.34,510.191.666-81,46140,6/7/2019
Carlos Oliveira,573.20,585.042.937-93,44517,6/26/2019
Caio Pereira,976.53,753.993.170-10,13942,6/26/2019
Melissa Melo,659.68,319.312.775-24,33903,6/19/2019
Isabella Martins,500.99,775.442.802-41,17259,6/26/2019
Vitória Lima,621.11,388.474.217-56,38228,6/12/2019
Ana Ribeiro,756.70,869.327.011-70,31053,6/10/2019
Camila Pinto,774.71,233.448.604-37,38977,6/18/2019
Manuela Costa,193.59,401.751.963-62,15720,6/11/2019
Isabelle Silva,905.84,528.416.423-72,32773,6/1/2019
Livia Azevedo,272.19,111.197.159-54,28549,6/27/2019
Gabriel Rocha,343.14,918.615.044-89,30708,6/17/2019
Erick Carvalho,771.02,425.060.950-20,20480,6/7/2019
Antônio Martins,754.96,508.526.049-04,18491,6/2/2019
Vitor Ribeiro,661.78,478.150.391-89,49530,6/16/2019
Bruna Cavalcanti,600.17,970.057.496-26,32627,6/8/2019
Breno Goncalves,254.00,245.247.651-07,40880,6/9/2019
Gabriela Araujo,317.23,772.667.410-50,42120,6/16/2019
Joao Lima,874.62,569.434.151-15,28629,6/26/2019
Beatrice Barros,849.57,907.746.299-67,36147,6/27/2019
Isabella Ribeiro,779.86,779.866.430-05,28237,6/24/2019
Laura Almeida,686.15,118.010.635-08,24677,6/4/2019
Matheus Sousa,731.64,481.131.460-32,33136,6/11/2019
Kauê Azevedo,372.18,324.399.619-81,33856,6/13/2019
Ágatha Dias,911.12,586.514.038-87,27213,6/5/2019
Diego Santos,964.33,541.767.057-01,49457,6/21/2019
Martim Dias,173.84,740.436.757-39,18274,6/16/2019
Isabela Souza,770.96,216.405.307-97,36296,6/4/2019
Nicolas Souza,867.67,268.060.645-07,30163,6/27/2019
Breno Santos,983.00,634.128.091-28,23969,6/29/2019
Nicole Alves,821.14,105.992.008-55,15997,6/16/2019
Isabela Souza,734.26,241.506.539-09,17073,6/3/2019
Júlia Pereira,121.44,688.697.369-03,31497,6/2/2019
Kauã Cavalcanti,655.46,262.469.991-07,35949,6/2/2019
Enzo Oliveira,723.81,456.654.326-95,42697,6/8/2019
Julian Martins,750.39,484.009.783-66,15355,6/8/2019
Júlio Alves,787.05,210.920.874-00,12404,6/21/2019
Mateus Azevedo,707.88,489.847.312-18,37024,6/4/2019
Daniel Barbosa,596.67,578.927.305-08,24971,6/26/2019
Douglas Ferreira,565.66,937.418.207-68,49178,6/10/2019
Samuel Cunha,851.71,638.050.643-81,31197,6/16/2019
Diego Castro,604.48,380.310.792-00,41170,6/8/2019
Victor Goncalves,317.31,138.811.468-22,22495,6/20/2019
Sarah Alves,115.80,471.579.066-19,47504,6/21/2019
Ana Souza,668.39,537.144.923-05,36164,6/7/2019
Lavinia Sousa,475.86,528.645.781-90,43534,6/4/2019
Livia Pereira,548.91,804.098.163-88,41258,6/23/2019
Isabela Souza,311.02,581.520.285-17,14210,6/19/2019
Camila Melo,896.41,953.989.595-22,16227,6/24/2019
Bruno Fernandes,945.68,682.425.464-95,23614,6/8/2019
Ágatha Silva,466.11,976.333.486-15,14728,6/29/2019
Julian Castro,994.92,342.075.140-07,27557,6/2/2019
Eduarda Gomes,404.80,712.348.851-23,41534,6/27/2019
Marina Ribeiro,607.06,828.744.966-93,28319,6/17/2019
Pedro Barros,594.57,544.851.233-08,36669,6/11/2019
Diogo Correia,420.89,897.931.262-80,25591,6/24/2019
Lavinia Ferreira,919.95,991.171.342-34,12777,6/27/2019
Ryan Rodrigues,131.83,908.639.489-28,39088,6/22/2019
Julieta Ribeiro,516.72,757.429.764-96,15972,6/9/2019
Vinicius Barros,396.65,748.958.176-10,11719,6/3/2019
Eduardo Cardoso,139.32,812.872.100-31,48855,6/2/2019
Alex Araujo,440.05,483.310.777-50,25268,6/9/2019
Thiago Rocha,763.12,208.357.321-85,13306,6/18/2019
Rodrigo Cunha,497.58,701.853.863-77,48721,6/24/2019
Carla Goncalves,193.56,195.111.480-95,45865,6/10/2019
Miguel Oliveira,738.49,231.026.041-02,47925,6/16/2019
Emily Rocha,830.14,159.270.592-87,28872,6/26/2019
Arthur Gomes,536.74,567.251.716-13,34468,6/1/2019
Carla Cavalcanti,650.23,537.203.745-80,18599,6/24/2019
Kauê Melo,670.54,369.172.991-62,33573,6/17/2019
Julia Souza,860.22,719.501.947-01,27142,6/17/2019
João Goncalves,502.35,988.536.097-29,38356,6/29/2019
João Azevedo,100.62,815.833.083-50,47904,6/28/2019
Giovanna Sousa,698.36,988.414.214-95,15516,6/20/2019
Isabelle Cavalcanti,919.28,759.895.321-05,17442,6/27/2019
Carolina Castro,588.30,289.777.384-74,37068,6/23/2019
Fábio Lima,668.94,575.690.800-50,41547,6/3/2019
Bruna Pereira,261.24,935.975.614-89,48958,6/2/2019
Carla Pinto,814.79,904.009.708-99,23631,6/12/2019
Tânia Lima,618.23,726.918.156-09,23637,6/11/2019
Isabelle Melo,258.21,829.132.584-76,10752,6/1/2019
Sophia Ferreira,642.87,945.951.704-83,12994,6/19/2019
Yasmin Barbosa,522.44,875.895.711-13,13757,6/13/2019
Marina Barros,449.62,116.357.201-25,40876,6/19/2019
Maria Cardoso,637.89,895.393.177-03,11224,6/23/2019
Enzo Goncalves,918.18,355.984.314-67,24067,6/22/2019
Felipe Martins,534.89,884.772.531-37,43789,6/5/2019
Tomás Carvalho,555.15,260.297.616-41,35187,6/17/2019
Otávio Barros,932.30,938.568.684-45,20251,6/1/2019
Eduardo Costa,481.43,884.747.899-58,27095,6/27/2019
Gustavo Carvalho,508.89,603.307.028-31,11102,6/24/2019
Clara Alves,213.82,274.633.397-00,16265,6/21/2019
Luiza Souza,782.49,641.287.785-16,26912,6/5/2019
Sofia Ferreira,718.93,881.521.951-03,48538,6/14/2019
Douglas Rodrigues,966.52,367.276.066-84,14617,6/4/2019
Laura Gomes,820.22,517.171.433-93,41752,6/30/2019
Danilo Pereira,433.38,658.219.037-77,48154,6/17/2019
Isabela Correia,447.08,882.150.569-38,43201,6/15/2019
Vinícius Gomes,798.72,535.705.953-58,39686,6/24/2019
Júlio Lima,663.41,947.256.625-18,14791,6/27/2019
Carolina Almeida,905.89,677.560.742-38,14832,6/22/2019
Arthur Pinto,150.05,341.895.313-16,12635,6/24/2019
Bruno Ribeiro,668.40,356.418.439-20,15465,6/9/2019
Maria Melo,919.98,453.710.840-10,23946,6/14/2019
Fábio Ribeiro,869.19,401.176.846-43,46411,6/3/2019
Nicolash Costa,513.51,453.562.269-85,39167,6/14/2019
Bruno Castro,989.09,424.501.648-55,32351,6/18/2019
Laura Lima,622.13,362.997.820-72,46393,6/28/2019
Larissa Cunha,675.97,261.182.982-97,35982,6/24/2019
Letícia Correia,209.53,145.593.146-24,46147,6/11/2019
Giovana Goncalves,345.44,418.512.014-16,19339,6/12/2019
Isabella Melo,954.00,341.007.667-00,31360,6/9/2019
Carlos Silva,304.53,901.831.372-64,31934,6/20/2019
Alice Sousa,335.10,968.445.564-03,42142,6/27/2019
Estevan Araujo,140.34,291.081.698-29,14665,6/11/2019
Eduardo Fernandes,578.81,903.485.147-86,37010,6/28/2019
Diogo Fernandes,786.95,875.097.699-06,25236,6/26/2019
Brenda Araujo,836.25,879.848.477-03,25253,6/7/2019
Tânia Cardoso,567.18,167.410.132-53,20867,6/13/2019
Gabrielly Costa,315.03,504.293.864-86,40561,6/29/2019
Marisa Barros,830.35,710.017.896-79,34404,6/22/2019
Nicole Souza,873.45,506.577.498-69,33412,6/2/2019
Douglas Oliveira,432.31,701.230.779-07,22265,6/16/2019
Isabella Castro,801.96,899.880.758-04,42633,6/16/2019
Douglas Alves,263.29,254.700.489-50,21731,6/10/2019
Julia Pereira,782.83,839.078.604-46,38047,6/15/2019
José Pinto,462.96,455.314.084-55,25533,6/8/2019
Danilo Sousa,136.46,806.446.139-12,43909,6/21/2019
Gabrielly Ferreira,718.11,499.292.187-69,44440,6/7/2019
Gabrielle Alves,439.56,229.799.840-60,20537,6/28/2019
Luan Martins,307.26,661.222.448-72,35259,6/19/2019
Vitória Pereira,376.76,967.737.876-70,43711,6/27/2019
Tiago Martins,737.93,154.325.476-43,11735,6/14/2019
Camila Melo,205.97,845.420.258-70,10430,6/2/2019
Beatrice Cavalcanti,337.30,492.002.846-63,19985,6/29/2019
Ana Dias,892.44,833.385.604-78,29557,6/4/2019
Kaua Almeida,588.45,189.224.362-80,25042,6/28/2019
Bruno Castro,978.90,423.549.461-98,25615,6/26/2019
Isabela Dias,796.14,244.534.322-40,24596,6/5/2019
Kauan Melo,154.05,465.093.217-34,48745,6/18/2019
Evelyn Sousa,293.34,861.496.083-28,16148,6/28/2019
Marcos Martins,348.12,710.610.036-63,16682,6/23/2019
Diego Barbosa,242.75,933.125.799-61,48148,6/22/2019
Marcos Cavalcanti,914.94,354.645.516-97,33271,6/17/2019
Amanda Cunha,645.64,405.916.823-89,46728,6/7/2019
Thiago Santos,276.61,556.135.845-67,19674,6/11/2019
Alice Goncalves,581.11,133.476.912-53,17944,6/2/2019
Lucas Ferreira,931.56,309.140.248-76,13056,6/23/2019
Raissa Fernandes,432.74,314.647.468-93,34643,6/9/2019
Carla Gomes,920.04,639.584.441-56,13638,6/11/2019
Lara Martins,603.02,351.206.358-65,48604,6/11/2019
Maria Araujo,151.69,703.748.882-80,25702,6/22/2019
Júlio Santos,190.44,143.563.052-13,40517,6/30/2019
Lara Ribeiro,840.77,940.538.132-63,26463,6/19/2019
Douglas Cunha,940.91,179.864.047-36,40589,6/23/2019
Marcos Pereira,410.44,350.908.965-00,47173,6/4/2019
Maria Barros,370.25,489.588.327-20,32942,6/14/2019
Lara Pinto,575.43,463.944.960-73,13291,6/21/2019
Gabrielle Goncalves,383.50,490.114.379-42,26767,6/25/2019
Luiz Lima,693.23,453.635.062-46,26677,6/25/2019
Rafael Araujo,376.58,449.086.257-19,45733,6/24/2019
Vitór Pinto,213.21,313.067.478-05,29468,6/26/2019
Letícia Silva,341.09,126.503.488-52,44212,6/24/2019
Marcos Alves,263.26,801.341.046-33,23266,6/29/2019
Aline Melo,276.87,382.936.091-68,39418,6/24/2019
Nicolash Azevedo,796.44,425.234.203-17,35117,6/23/2019
Carla Pinto,590.84,977.820.026-21,21498,6/19/2019
Vinícius Fernandes,695.77,283.308.915-50,43683,6/10/2019
Manuela Rodrigues,446.43,496.725.056-47,38276,6/22/2019
Bruna Pinto,756.83,811.635.897-99,40148,6/4/2019
Aline Correia,201.95,901.513.038-86,21610,6/13/2019
Enzo Dias,248.84,375.786.435-25,14397,6/25/2019
Martim Cavalcanti,368.88,258.354.957-06,31060,6/13/2019
Davi Carvalho,747.16,330.477.710-57,17341,6/23/2019
Cauã Rocha,177.69,643.712.012-61,41521,6/24/2019
Felipe Sousa,279.23,312.514.148-69,14586,6/23/2019
Tânia Cunha,383.00,338.818.013-08,24142,6/13/2019
João Costa,951.18,512.315.005-65,16747,6/27/2019
Rafaela Araujo,878.91,560.480.737-04,48747,6/1/2019
